ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Dipetalonema mephitis ,,0,,-1,3,-1,3,,VR,42720,,,,,Dipetalonema mephitis      ,33,Dipetalonema mephitis      ,0,Nematode-skunk tissue,Dyer 1969,,VR,42720,,,,
Dipetalonema nicollei ,,0,,,,-1,3,,VR,42720,,,,,Dipetalonema nicollei      ,33,Dipetalonema nicollei      ,0,Nematode,NEED,,VR,42720,,,,
Dipetalonema obtusa ,,0,,,,-1,3,,VR,42720,,,,,Dipetalonema obtusa      ,39,Dipetalonema obtusa      ,0,Nematode,Esslinger 1966,NEED,VR,42720,,,,
Dipetalonema odendhalli ,,0,,,,-1,3,,VR,42720,,,,,Dipetalonema odendhalli      ,0,Dipetalonema odendhalli      ,0,Nematode,NEED,,VR,42720,,,,
Dipetalonema parvum ,,0,,?,,-1,2,,VR,42720,,,,,Dipetalonema parvum      ,130,Dipetalonema parvum      ,0,see results for T. parvum,NEED,,VR,42720,,,,
Dipetalonema petteri ,,0,,0,2,-1,3,,VR,42720,,,,,Dipetalonema petteri      ,23,Dipetalonema petteri      ,1,Nematode,Irwin and Raharison 2009,,VR,42720,,,,
Dipetalonema procyonis ,,0,,-1,3,-1,3,,VR,42720,,,,,Dipetalonema procyonis      ,93,Dipetalonema procyonis      ,2,Raccoon ,Price 1962,,VR,42720,,,,
Dipetalonema rodhaini ,,0,,?,,-1,3,,VR,42720,,,,,Dipetalonema rodhaini      ,176,Dipetalonema rodhaini      ,0,see results for S. rodhaini,Fain 1974,,VR,42720,,,,
Dipetalonema spirocauda ,,0,,-1,3,-1,2,,VR,42720,,,,,Dipetalonema spirocauda      ,137,Dipetalonema spirocauda      ,9,harbor seals,Dunn and Wolke 1976,,VR,42720,,,,
Dipetalonema streptocercum ,,0,,,,-1,3,,VR,42720,,,,,Dipetalonema streptocercum      ,7,Dipetalonema streptocercum      ,0,Nematode,Fain 1974,,VR,42720,,,,
Dipetalonema vanhoofi ,,0,,,,-1,3,,VR,42720,,,,,Dipetalonema vanhoofi      ,35,Dipetalonema vanhoofi      ,1,,Fain 1974,,VR,42720,,,,
Diphyllobothrium cordatum ,,0,,-1,2,-1,2,,VR,42720,,,,,Diphyllobothrium cordatum      ,192,Diphyllobothrium cordatum      ,3,pacific walrus,Rausch 2005,,VR,42720,,,,
Diphyllobothrium dendriticum ,,0,,1,3,-1,1,,VR,42720,,,,,Diphyllobothrium dendriticum      ,2150,Diphyllobothrium dendriticum      ,186,fresh water fish,"Sharp et al.,1989",,VR,42720,,,,
Diphyllobothrium ditremum ,,0,,-1,3,-1,2,,VR,42720,,,,,Diphyllobothrium ditremum      ,712,Diphyllobothrium ditremum      ,52,arctic char (fish),Berube and Curtis 1986,,VR,42720,,,,
Diphyllobothrium fayi ,,0,,-1,3,-1,3,,VR,42720,,,,,Diphyllobothrium fayi      ,17,Diphyllobothrium fayi      ,1,pacific walrus,Rausch 2005,,VR,42720,,,,
Diphyllobothrium lanceolatum ,,0,,0,3,1,2,,VR,42720,,,,,Diphyllobothrium lanceolatum      ,168,Diphyllobothrium lanceolatum      ,1,potential human infecting fish cestodes,"Wicht et al., 2008",,VR,42720,,,,
Diphyllobothrium latum ,,0,,1,2,1,1,,VR,42720,,,,,Diphyllobothrium latum      ,5250,Diphyllobothrium latum      ,144,fresh water fish,"Scholz et al., 2009",Gideon,VR,42720,,,,
Diphyllobothrium mansonoides ,,0,,1,3,1,2,,VR,42720,,,,,Diphyllobothrium mansonoides      ,432,Diphyllobothrium mansonoides      ,2,"cat, rat, amphibian",Culbertson and Rose 1940,,VR,42720,,,,
Diphyllobothrium medium ,,0,,?,,1,1,,VR,42720,,,,,Diphyllobothrium medium      ,2420,Diphyllobothrium medium      ,3,not finding full name,"Scholz et al., 2009",,VR,42720,,,,
Diphyllobothrium pacificum ,,0,,1,2,1,2,,VR,42720,,,,,Diphyllobothrium pacificum      ,598,Diphyllobothrium pacificum      ,20,fresh water fish,"Ferriera et al., 1984",Gideon,VR,42720,,,,
Diphyllobothrium tetrapterus ,,0,,,,-1,3,,VR,42719,,,,,Diphyllobothrium tetrapterus      ,44,Diphyllobothrium tetrapterus      ,0,,Shults 1986,,VR,42719,,,,
Diplodinium anisacanthum ,,3,,,,-1,3,,VR,42719,,,,,Diplodinium anisacanthum      ,69,Diplodinium anisacanthum      ,1,,"Belanche et al., 2012",,VR,42719,,,,
Diplodinium anacanthum ,,0,,,,-1,3,,VR,42719,,,,,Diplodinium anacanthum      ,35,Diplodinium anacanthum      ,0,,"Belanche et al., 2012",,VR,42719,,,,
Diplodinium dentatum ,,0,,-1,3,-1,2,,VR,42719,,,,,Diplodinium dentatum      ,214,Diplodinium dentatum      ,5,sheep ,Ito and Imai 2003,,VR,42719,,,,
Diploplastron affine ,,0,,,,-1,2,,VR,42719,,,,,Diploplastron affine      ,214,Diploplastron affine      ,35,transmitted through mosquitos,"Belzecki et al., 2008",,VR,42719,,,,
Diplopylidium monoophorum ,,0,,,,-1,3,,VR,42719,,,,,Diplopylidium monoophorum      ,13,Diplopylidium monoophorum      ,0,transmitted through mosquitos,Millian and Casanova 2007,,VR,42719,,,,
Diplopylidium noelleri ,,0,,,,-1,3,,VR,42719,,,,,Diplopylidium noelleri      ,19,Diplopylidium noelleri      ,5,transmitted through mosquitos,"Schuster et al., 2009",,VR,42719,,,,
Dipylidium caninum ,,0,,-1,2,1,1,,VR,42719,,,,,Dipylidium caninum      ,4940,Dipylidium caninum      ,233,cat-dog (flea),"Molina et al., 2003",,VR,42719,,,,
Dirofilaria aethiops ,,0,,-1,3,-1,2,,VR,42719,,,,,Dirofilaria aethiops      ,175,Dirofilaria aethiops      ,0,monkey,NEED,,VR,42719,,,,
Dirofilaria corynodes ,,0,,-1,3,-1,2,,VR,42719,,,,,Dirofilaria corynodes      ,119,Dirofilaria corynodes      ,3,monkey,"Miyake et al., 2004",,VR,42719,,,,
Dirofilaria immitis ,,0,,-1,1,-1,1,,VR,42719,,,,,Dirofilaria immitis      ,19200,Dirofilaria immitis      ,228,wild carnivora ,"Bowman et al., 2009",,VR,42719,,,,
Dirofilaria lutrae ,,0,,-1,3,-1,3,,VR,42719,,,,,Dirofilaria lutrae      ,89,Dirofilaria lutrae      ,4,otter ,"Snyder et al., 1989",,VR,42719,,,,
Dirofilaria macacae ,,0,,,,-1,2,,VR,42719,,,,,Dirofilaria macacae      ,419,Dirofilaria macacae      ,0,transmitted through mosquitos,NEED,,VR,42719,,,,
Dirofilaria magnilarvatum ,,0,,,,-1,3,,VR,42719,,,,,Dirofilaria magnilarvatum      ,57,Dirofilaria magnilarvatum      ,0,transmitted through mosquitos,NEED,,VR,42719,,,,
Dirofilaria repens ,,0,,0,2,0,1,,VR,42719,,,,,Dirofilaria repens      ,3860,Dirofilaria repens      ,427,mosquito/dog/human,"Pampiglione et al., 2001",NEED,VR,42719,,,,
Dirofilaria schoutedeni ,,0,,,,-1,3,,VR,42719,,,,,Dirofilaria schoutedeni      ,20,Dirofilaria schoutedeni      ,0,transmitted through mosquitos,NEED,,VR,42719,,,,
Dirofilaria striata ,,0,,0,2,0,2,,VR,42719,,,,,Dirofilaria striata      ,197,Dirofilaria striata      ,4,human/dog,Orihel and Isbey 1990,,VR,42719,,,,
Dirofilaria tenuis ,,0,,0,2,0,2,,VR,42719,,,,,Dirofilaria tenuis      ,781,Dirofilaria tenuis      ,22,mosquito/dog,Corman 1987,,VR,42719,,,,
Dirofilaria ursi ,,0,,0,2,0,2,,VR,42719,,,,,Dirofilaria ursi      ,447,Dirofilaria ursi      ,7,mosquito/dog,"Beaver et al., 1987",NEED,VR,42719,,,,
Dracunculus insignis ,,0,,-1,3,-1,2,,VR,42719,,,,,Dracunculus insignis      ,474,Dracunculus insignis      ,27,infection in cats,Crichton and Beverley-Burton 1977,,VR,42719,,,,
Draschia megastoma ,,0,,,,-1,2,,VR,42719,,,,,Draschia megastoma      ,373,Draschia megastoma      ,20,,"Collobert-Laugier et al., 2000",,VR,42719,,,,
Ebolavirus EBO-CI ,,0,,4,1,3,1,,VR,42719,,,,,Ebolavirus EBO-CI      ,46,Ebolavirus EBO-CI      ,0,RNA-secretions,"Formenty et al., 1999",Gideon,VR,42719,,,,
Ebolavirus Zaire ebolavirus     ,,3,,,,3,1,,VR,42719,,,,,Ebolavirus Zaire ebolavirus     ,9720,Ebolavirus Zaire ebolavirus     ,291,,"Baize et al., 2014",,VR,42719,,,,
Echidnophaga bradyta ,,0,,,,-1,3,,VR,42719,,,,,Echidnophaga bradyta      ,14,Echidnophaga bradyta      ,1,,"Horak et al., 1999",,VR,42719,,,,
Echidnophaga gallinacea ,,0,,-1,3,-1,1,,VR,42719,,,,,Echidnophaga gallinacea      ,1190,Echidnophaga gallinacea      ,41,rat to rat,"Boughton et al., 2006",,VR,42719,,,,
Echidnophaga larina ,,0,,,,-1,3,,VR,42719,,,,,Echidnophaga larina      ,41,Echidnophaga larina      ,3,,"Heerden et al., 1995",,VR,42719,,,,
Echinochasmus perfoliatus ,,0,,-1,33,-1,2,,VR,42719,,,,,Echinochasmus perfoliatus      ,249,Echinochasmus perfoliatus      ,7,indian dogs,NEED,,VR,42719,,,,
Echinococcus granulosus ,,0,,2,3,1,1,,VR,42719,,,,,Echinococcus granulosus      ,28500,Echinococcus granulosus      ,3138,dog/fly/feces,"Harandi et al., 2002",Gideon,VR,42719,,,,
Echinococcus multilocularis ,,0,,2,3,1,1,,VR,42719,,,,,Echinococcus multilocularis      ,16200,Echinococcus multilocularis      ,1907,animal feces,"Gottstein et al., 2001",Gideon,VR,42719,,,,
Echinococcus oligarthrus ,,0,,1,2,1,1,,VR,42719,,,,,Echinococcus oligarthrus      ,1210,Echinococcus oligarthrus      ,46,bush dog/rodent,"Basset et al., 1998",Gideon,VR,42719,,,,
Echinococcus shiquicus ,,0,,-1,3,-1,2,,VR,42718,,,,,Echinococcus shiquicus      ,386,Echinococcus shiquicus      ,23,fox,"Xiao et al., 2005",,VR,42718,,,,
Echinococcus sibiricensis ,,0,,0,2,-1,2,,VR,42718,,,,,Echinococcus sibiricensis      ,374,Echinococcus sibiricensis      ,2,sled-dog/fox/human,Rausch and Schiller 1954,,VR,42718,,,,
Echinoparyphium recurvatum ,,0,,0,2,0,2,,VR,42718,,,,,Echinoparyphium recurvatum      ,909,Echinoparyphium recurvatum      ,77,snail/fish/water plants,Graczyk and Fried 1998,Gideon,VR,42718,,,,
Echinophthirius horridus ,,0,,-1,1,-1,2,,VR,42718,,,,,Echinophthirius horridus      ,163,Echinophthirius horridus      ,5,marine animals only,"Thompson et al., 1998",,VR,42718,,,,
Echinorhynchus gadi ,,0,,-1,2,-1,2,,VR,42718,,,,,Echinorhynchus gadi      ,714,Echinorhynchus gadi      ,49,marine trematodes,Buchmann 1988,,VR,42718,,,,
Echinostoma cinetorchis ,,0,,0,2,0,2,,VR,42718,,,,,Echinostoma cinetorchis      ,264,Echinostoma cinetorchis      ,13,Land snail (Pila)  Clam  Tadpole  Fish   Water  Water plants,"Seo et al., 1980",Gideon,VR,42718,,,,
Echinostoma hortense ,,0,,0,2,0,1,,VR,42718,,,,,Echinostoma hortense      ,476,Echinostoma hortense      ,21,Land snail (Pila)  Clam  Tadpole  Fish   Water  Water plants,"Cho et al., 2003",Gideon,VR,42718,,,,
Edwardsiella tarda ,,0,,1,3,0,1,,VR,42718,,,,,Edwardsiella tarda      ,12300,Edwardsiella tarda      ,177,animal/water,"Slaven et al., 2001",Gideon,VR,42718,,,,
Ehrlichia chaffeensis strain Arkansas    ,,3,,,,0,1,,VR,42718,,,,,Ehrlichia chaffeensis strain Arkansas    ,2320,Ehrlichia chaffeensis strain Arkansas    ,30,,"Dumler et al., 1995",,VR,42718,,,,
Ehrlichia canis ,,0,,0,2,0,1,,VR,42718,,,,,Ehrlichia canis      ,11100,Ehrlichia canis      ,1188,tick vector/bacterium,"Maeda et al., 1991",NEED,VR,42718,,,,
Ehrlichia chaffeensis ,,0,,0,2,0,1,,VR,42718,,,,,Ehrlichia chaffeensis      ,7870,Ehrlichia chaffeensis      ,872,tick vector/bacterium,"Anderson et al., 1991",Gideon,VR,42718,,,,
Ehrlichia equi ,,0,,0,2,-1,1,,VR,42718,,,,,Ehrlichia equi      ,4980,Ehrlichia equi      ,263,tick vector,"Richter et al., 1996",,VR,42718,,,,
Ehrlichia ewingii ,,0,,0,2,0,1,,VR,42718,,,,,Ehrlichia ewingii      ,2730,Ehrlichia ewingii      ,193,tick vector,"Buller et al., 1999",Gideon,VR,42718,,,,
Ehrlichia muris ,,0,,0,2,0,1,,VR,42718,,,,,Ehrlichia muris      ,1540,Ehrlichia muris      ,116,tick vector,"Kawahara et al., 1999",Gideon,VR,42718,,,,
Ehrlichia ovina ,,0,,,,-1,2,,VR,42718,,,,,Ehrlichia ovina      ,291,Ehrlichia ovina      ,7,,"Bekker et al., 2002",,VR,42718,,,,
Ehrlichia ruminantium ,,0,,0,,1,2,,VR,42718,,,,,Ehrlichia ruminantium      ,3280,Ehrlichia ruminantium      ,295,tick vector,"Allsopp et al., 2005",Gideon,VR,42718,,,,
Eimeria auburnensis ,,0,,-1,2,-1,2,,VR,42718,,,,,Eimeria auburnensis      ,751,Eimeria auburnensis      ,37,bovine,NEED,,VR,42718,,,,
Eimeria austriaca ,,0,,-1,2,-1,3,,VR,42718,,,,,Eimeria austriaca      ,52,Eimeria austriaca      ,1,bovine,"Kowal et al., 2015",,VR,42718,,,,
Eimeria bovis ,,0,,-1,2,-1,1,,VR,42718,,,,,Eimeria bovis      ,5690,Eimeria bovis      ,243,bovine,"Mundt et al., 2005",,VR,42718,,,,
Eimeria crispus ,,0,,-1,2,-1,2,,VR,42718,,,,,Eimeria crispus      ,92,Eimeria crispus      ,3,Japanese Serow,Inoue and Imura 1991,GS,VR,42718,,,,
Eimeria faurei ,,0,,-1,3,-1,2,,VR,42718,,,,,Eimeria faurei      ,518,Eimeria faurei      ,29,lamb,"Vasilkova et al., 2004",,VR,42718,,,,
Eimeria felina ,,0,,-1,3,-1,2,,VR,42718,,,,,Eimeria felina      ,122,Eimeria felina      ,0,cat/dog infection ,NEED,,VR,42718,,,,
Eimeria furonis ,,0,,-1,3,-1,3,,VR,42718,,,,,Eimeria furonis      ,52,Eimeria furonis      ,5,possible ferret only,"Jolley et al., 1994",,VR,42718,,,,
Eimeria hreindyria ,,0,,,,-1,3,,VR,42718,,,,,Eimeria hreindyria      ,8,Eimeria hreindyria      ,0,,Gudmundsdottir and Skirnisson 2006,,VR,42718,,,,
Eimeria ictidea ,,0,,,,-1,3,,VR,42718,,,,,Eimeria ictidea      ,40,Eimeria ictidea      ,1,,"Jolley et al., 1994",,VR,42718,,,,
Eimeria kamoshika ,,0,,,,-1,3,,VR,42718,,,,,Eimeria kamoshika      ,7,Eimeria kamoshika      ,2,,"Couch et al., 2003",,VR,42718,,,,
Eimeria macusaniensis ,,0,,-1,2,-1,2,,VR,42718,,,,,Eimeria macusaniensis      ,227,Eimeria macusaniensis      ,34,alpaca,"Palacios et al., 2006",,VR,42718,,,,
Eimeria madisonensis ,,0,,,,-1,3,,VR,42718,,,,,Eimeria madisonensis      ,15,Eimeria madisonensis      ,0,,Forrester 1988,,VR,42718,,,,
Eimeria mayeri ,,0,,-1,3,-1,3,,VR,42718,,,,,Eimeria mayeri      ,27,Eimeria mayeri      ,2,reindeer calves,Gudmundsdottir and Skirnisson 2005,,VR,42718,,,,
Eimeria mccordocki ,,0,,-1,3,-1,3,,VR,42718,,,,,Eimeria mccordocki      ,37,Eimeria mccordocki      ,2,white tailed deer,Conlogue and Foreyt 1984,,VR,42718,,,,
Eimeria melis ,,0,,-1,3,-1,2,,VR,42717,,,,,Eimeria melis      ,89,Eimeria melis      ,2,,"Lizundia et al., 2011",,VR,42717,,,,
Eimeria mephitidis ,,0,,,,-1,3,,VR,42717,,,,,Eimeria mephitidis      ,13,Eimeria mephitidis      ,0,,"Lesmeister et al., 2008",,VR,42717,,,,
Eimeria moschati ,,0,,,,-1,3,,VR,42717,,,,,Eimeria moschati      ,13,Eimeria moschati      ,0,,"Duszynski et al., 1977",,VR,42717,,,,
Eimeria nuttalli ,,0,,-1,3,-1,3,,VR,42717,,,,,Eimeria nuttalli      ,95,Eimeria nuttalli      ,1,possible raccoon only,"Dubey et al., 2000",,VR,42717,,,,
Eimeria odocoilei ,,0,,,,-1,3,,VR,42717,,,,,Eimeria odocoilei      ,94,Eimeria odocoilei      ,5,,"Lindsay et al., 1999",,VR,42717,,,,
Eimeria oomingmakensis ,,0,,,,-1,3,,VR,42717,,,,,Eimeria oomingmakensis      ,3,Eimeria oomingmakensis      ,0,,"Duszynski et al., 1977",,VR,42717,,,,
Eimeria ovibus ,,0,,,,-1,2,,VR,42717,,,,,Eimeria ovibus      ,96,Eimeria ovibus      ,0,,"Duszynski et al., 1977",,VR,42717,,,,
Eimeria ovina ,,0,,-1,2,-1,2,,VR,42717,,,,,Eimeria ovina      ,949,Eimeria ovina      ,23,sheep (no cross infection),"Om et al., 2013",,VR,42717,,,,
Eimeria pachylepyron ,,0,,,,-1,3,,VR,42717,,,,,Eimeria pachylepyron      ,5,Eimeria pachylepyron      ,2,,"Banlunara et al., 2013",,VR,42717,,,,
Eimeria rangiferis ,,0,,,,-1,3,,VR,42717,,,,,Eimeria rangiferis      ,71,Eimeria rangiferis      ,1,,Skirnisson and Cuyler 2015,,VR,42717,,,,
Eimeria riedmuelleri ,,0,,,,-1,3,,VR,42717,,,,,Eimeria riedmuelleri      ,11,Eimeria riedmuelleri      ,0,,Inoue and Imura 1991,,VR,42717,,,,
Eimeria rupicaprae ,,0,,,,-1,3,,VR,42717,,,,,Eimeria rupicaprae      ,75,Eimeria rupicaprae      ,0,,Inoue and Imura 1991,,VR,42717,,,,
Eimeria serowi ,,0,,,,-1,3,,VR,42717,,,,,Eimeria serowi      ,1,Eimeria serowi      ,0,,"Couch et al., 2003",,VR,42717,,,,
Eimeria vulpis ,,0,,,,-1,2,,VR,42717,,,,,Eimeria vulpis      ,811,Eimeria vulpis      ,6,,"Alagaili et al., 2011",,VR,42717,,,,
Eimeria yakimoffmatshoulskyi ,,0,,,,-1,3,,VR,42717,,,,,Eimeria yakimoffmatshoulskyi      ,1,Eimeria yakimoffmatshoulskyi      ,0,,Golemansky 2003,NEED,VR,42717,,,,
Eimeria zuernii ,,0,,-1,2,-1,2,,VR,42717,,,,,Eimeria zuernii      ,1330,Eimeria zuernii      ,92,bovine,Stockdale and Nillo 1976,,VR,42717,,,,
Elaeophora elaphi ,,0,,-1,2,-1,2,,VR,42717,,,,,Elaeophora elaphi      ,80,Elaeophora elaphi      ,7,endemic to liberian red deer,"Hernandez et al., 1986",,VR,42717,,,,
Elaeophora sagitta ,,0,,-1,2,-1,3,,VR,42717,,,,,Elaeophora sagitta      ,26,Elaeophora sagitta      ,1,ungulates,van Wyck and Boomker 2011,,VR,42717,,,,
Elaeophora schneideri ,,0,,-1,2,-1,2,,VR,42717,,,,,Elaeophora schneideri      ,271,Elaeophora schneideri      ,14,elk,"Madden et al., 1991",,VR,42717,,,,
Elaphostrongylus alces ,,0,,-1,2,-1,2,,VR,42717,,,,,Elaphostrongylus alces      ,314,Elaphostrongylus alces      ,20,moose,"Steen et al., 1997",,VR,42717,,,,
Elaphostrongylus cervi ,,0,,-1,2,-1,2,,VR,42717,,,,,Elaphostrongylus cervi      ,618,Elaphostrongylus cervi      ,82,red deer,"Vicente et al., 2007",,VR,42717,,,,
Elaphostrongylus rangiferi ,,0,,-1,2,-1,3,,VR,42717,,,,,Elaphostrongylus rangiferi      ,537,Elaphostrongylus rangiferi      ,69,caribou to reindeer ,"Ball et al., 2001",,VR,42717,,,,
Elyplastron bubali ,,0,,,,-1,3,,VR,42717,,,,,Elyplastron bubali      ,1,Elyplastron bubali      ,0,,"Obanda et al., 2008",,VR,42717,,,,
Empedobacter brevis ,,0,,0,1,0,1,,VR,42717,,,,,Empedobacter brevis      ,495,Empedobacter brevis      ,21,Fungus:trauma/surgery,"Kampfer et al., 2006",Gideon,VR,42717,,,,
Encephalitozoon cuniculi ,,0,,1,2,1,1,,VR,42717,,,,,Encephalitozoon cuniculi      ,12500,Encephalitozoon cuniculi      ,183,fecal/oral  Rabbit   Rodent  Carnivore  Non-human primate  Fish   Dog  Bird,"Katinka et al., 2001",,VR,42717,,,,
Encephalitozoon intestinalis ,,0,,0,2,0,1,,VR,42717,,,,,Encephalitozoon intestinalis      ,3490,Encephalitozoon intestinalis      ,450,water,"Dowd et al., 1998",,VR,42717,,,,
Endolimax nana ,,0,,0,1,0,1,,VR,42717,,,,,Endolimax nana      ,5330,Endolimax nana      ,121,protozoan:diarrhea,"Waikagul et al., 2002",,VR,42717,,,,
Endotrypanum schaudinni ,,0,,-1,3,-1,2,,VR,42717,,,,,Endotrypanum schaudinni      ,276,Endotrypanum schaudinni      ,20,sloth,NEED,,VR,42717,,,,
Entamoeba chattoni ,,0,,1,1,1,1,,VR,42717,,,,,Entamoeba chattoni      ,334,Entamoeba chattoni      ,13,contact with monkeys/possible pig contact,"Verweij et al., 2001",,VR,42717,,,,
Entamoeba coli ,,0,,3,2,3,1,,VR,42717,,,,,Entamoeba coli      ,32200,Entamoeba coli      ,804,feces/water ,Legesse and Erko 2004,Gideon,VR,42717,,,,
Entamoeba dispar ,,0,,1,2,0,1,,VR,42716,,,,,Entamoeba dispar      ,9450,Entamoeba dispar      ,791,feces/water/fly,"Haque et al., 1997",Gideon,VR,42716,,,,
Entamoeba hartmanni ,,0,,0,3,0,1,,VR,42716,,,,,Entamoeba hartmanni      ,4410,Entamoeba hartmanni      ,42,,"Verweij et al., 2001",Gideon,VR,42716,,,,
Entamoeba polecki ,,0,,0,2,0,2,,VR,42716,,,,,Entamoeba polecki      ,4020,Entamoeba polecki      ,44,pig/monkey food,"Park et al., 2004",,VR,42716,,,,
Entamoemba histolytica ,,3,,,,0,3,,VR,42716,,,,,Entamoemba histolytica      ,5,Entamoemba histolytica      ,0,,"Muoria et al., 2005",,VR,42716,,,,
Enterobacter amnigenus ,,0,,0,3,0,1,,VR,42716,,,,,Enterobacter amnigenus      ,1990,Enterobacter amnigenus      ,76,water,"Izard et al., 1981",Gideon,VR,42716,,,,
Enterobacter cloacae ,,0,,0,3,0,1,,VR,42716,,,,,Enterobacter cloacae      ,79900,Enterobacter cloacae      ,4310,animals/food/water,"Harbarth et al., 1999",NEED,VR,42716,,,,
Enterobius anthropopitheci ,,0,,-1,1,-1,2,,VR,42716,,,,,Enterobius anthropopitheci      ,169,Enterobius anthropopitheci      ,9,parasitic in chimpanze,"Hasegawa et al., 2005",,VR,42716,,,,
Enterobius bipapillatus ,,0,,,,-1,3,,VR,42716,,,,,Enterobius bipapillatus      ,41,Enterobius bipapillatus      ,0,,"Morand et al., 1996",,VR,42716,,,,
Enterobius brevicauda ,,0,,,,-1,3,,VR,42716,,,,,Enterobius brevicauda      ,58,Enterobius brevicauda      ,0,,Hugot and Baylac 2007,,VR,42716,,,,
Enterobius buckleyi ,,0,,,,-1,3,,VR,42716,,,,,Enterobius buckleyi      ,347,Enterobius buckleyi      ,2,,"Foitova et al., 2008",,VR,42716,,,,
Enterobius callithricis ,,0,,,,-1,3,,VR,42716,,,,,Enterobius callithricis      ,21,Enterobius callithricis      ,0,,"Pinto et al., 2013",,VR,42716,,,,
Enterobius lemuris ,,0,,,,-1,3,,VR,42716,,,,,Enterobius lemuris      ,39,Enterobius lemuris      ,0,,Irwin and Raharison 2009,,VR,42716,,,,
Enterobius lerouxi ,,0,,,,-1,3,,VR,42716,,,,,Enterobius lerouxi      ,32,Enterobius lerouxi      ,0,,"Morand et al., 1996",,VR,42716,,,,
Enterobius macaci ,,0,,,,-1,2,,VR,42716,,,,,Enterobius macaci      ,107,Enterobius macaci      ,2,,Hasegawa and Udono 2007,,VR,42716,,,,
Enterobius vermicularis ,,0,,0,3,0,1,,VR,42716,,,,,Enterobius vermicularis      ,13000,Enterobius vermicularis      ,526,,Cook 1994,Gideon,VR,42716,,,,
Enterobius zakiri ,,0,,,,-1,3,,VR,42716,,,,,Enterobius zakiri      ,25,Enterobius zakiri      ,0,,"Hasegawa et al., 2003",,VR,42716,,,,
Enterococcus faecalis ,,0,,2,2,0,1,,VR,42716,0,3,"Renamed from Streptococcus faecalis to Enterococcus faecalis.  Abrahamian & Goldstein 2011: E. faecalis found in 6% of dog bite and rhesus monkey bite wounds.  Additionally found in oral flora of snakes and komodo dragons.  GIDEON: isolated from feces.  An important cause of endocarditis and infections of the urinary and biliary tracts.  Paulsen et al. 2003: E. faecalis is a natural inhabitant of the mammalian gastrointestinal tract and is commonly found in soil, sewage, water, and food, frequently through fecal contamination.  I think, but am not sure, that these are naturally foind in humans/commensals that occasionally cause infections.  Low confidence, though.  Certainly can be acquired without contact with animals, as it's one of the leading causes of hospital-acquired infection (Maadani et al. 2007)",0,Enterococcus faecalis      ,133000,Enterococcus faecalis      ,10914,,"Paulsen et al., 2003",Gideon,VR,42716,,Paulsen et al. 2003,Maadani et al. 2007,
Enterococcus faecium ,,0,,2,2,0,1,,VR,42716,0,1,"Renamed from Streptococcus faecium to Enterococcus faecium.  From GIDEON: Found in a variety of animals and isolated from human feces.  It is associated with a variety of infections.  Top et al. 2008: E. faecium has been considered to be part of the commensal microflora of the human digestive tract, which only occassionally caused opportunistic infection in ill patients.  Recently, a vancomycin-resistant E. faecium has emerged.  That said, clearly part of human microflora, not only acquired via animals.  In accordance with scoring for above Streptococcus, I'm scoring this a 0",0,Enterococcus faecium      ,69000,Enterococcus faecium      ,7721,,"Top et al., 2008",Gideon,VR,42716,,Top et al. 2008,,
Enterococcus hirae ,,0,,,,0,1,,VR,42716,,,,,Enterococcus hirae      ,9530,Enterococcus hirae      ,927,,Farrow and Collins 1985,,VR,42716,,,,
Enterococcus mundtii ,,0,,,,1,1,,VR,42716,,,,,Enterococcus mundtii      ,2960,Enterococcus mundtii      ,206,,"Collins et al., 1986",,VR,42716,,,,
Enterococcuscasseliflavus  ,,3,,,,0,1,,VR,42716,,,,,Enterococcuscasseliflavus       ,3620,Enterococcuscasseliflavus       ,0,,Navarro and Courvalin 1994,,VR,42716,,,,
Enterovirus coxsackie B 1    ,,3,,,,0,1,,VR,42716,,,,,Enterovirus coxsackie B 1    ,20800,Enterovirus coxsackie B 1    ,161,,"Gow et al., 1991",,VR,42716,,,,
